259.0612	2299907
271.02478	1152758
273.04042	3441887
275.0197	579655
275.05611	1553737
277.03541	538161
285.04048	3932501
285.20717	2597982
287.01984	612317
287.22279	928455
289.03541	1350694
289.07182	1901352
291.05106	1388944
295.11866	579940
297.1499	796749
299.01973	1276207
299.0562	551985
299.20164	753080
301.0354	2560407
303.05107	5843200
305.03024	837862
305.0667	1157864
311.22287	628644
315.05101	33018728
315.08744	1258858
315.18129	1077358
315.19661	709231
315.25415	545906
317.03035	2809804
317.06667	37114830
319.04596	22225971
319.08234	1188916
321.06163	1317401
321.2073	546080
323.04084	545405
325.07197	780132
327.05101	1045576
327.21765	1246161
327.25393	608850
329.03024	524077
329.06674	951087
329.10304	1275696
329.23335	1133751
331.04599	2449555
331.24899	590110
333.02513	736377
333.06161	2406651
333.098	1095420
333.20721	706818
335.04092	2564448
335.07716	775906
335.18632	619112
337.05655	1182153
337.07175	741321
339.05105	1232432
339.08747	634162
341.03029	767128
341.06671	1545882
341.10902	584860
343.04603	1240578
343.08233	769668
343.11864	1210886
343.21269	1583883
345.02533	545004
345.06166	705006
345.2284	784631
347.04085	2121176
347.07721	1171674
347.1136	998620
347.13485	709469
347.18641	711392
349.05655	1976390
349.2021	916302
351.03572	921779
351.05108	1924531
351.07213	1339317
351.10871	551735
351.18116	647867
353.03032	579681
353.05142	711843
353.06673	3799844
353.19697	781483
355.04595	2299283
355.08236	3174805
355.13992	540056
357.02521	615172
357.06163	2422790
359.04105	744568
359.07733	909178
359.11375	713468
361.05657	625134
361.09304	1092080
361.1504	614900
363.03583	624228
363.05102	760293
365.03027	881884
365.05148	1143262
365.0668	2020319
365.08774	572512
365.19702	1035494
367.04601	3494488
367.06712	2363993
367.08237	1823578
367.17626	640288
369.02543	560979
369.06163	5400278
369.09799	1730776
369.1918	568414
371.04091	1844051
371.06228	766548
371.07729	2542933
371.11361	1075800
371.24397	677088
373.05658	1576917
373.09299	927575
375.07212	961881
375.16616	1265759
377.05158	715101
379.04603	2229605
379.06708	1512294
379.0824	1471847
381.02538	866030
381.06161	7134704
381.08284	566514
381.09802	1588979
381.19209	557881
383.04094	3780220
383.07726	14975615
385.02001	548234
385.0777	553742
385.09297	3051791
385.25964	585052
387.03572	1007774
387.07218	5974945
387.10855	1230755
389.05139	807220
389.088	1107255
389.12429	680890
389.18183	890814
391.03077	576459
391.04604	3010764
391.06715	765646
391.10347	722128
393.02511	1041253
393.06158	3044712
395.04093	5048835
395.07727	3235334
397.05653	11273892
397.09295	2452135
399.0359	2021188
399.07217	7198535
399.10848	809162
399.2389	573652
401.05149	1973737
403.04595	596367
403.06703	1560208
403.10352	661267
403.13991	612374
403.19737	1095067
404.97335	945968
405.02527	665653
405.04634	580022
405.06159	2423608
405.0827	1111609
407.0409	3124704
407.11347	678630
409.02016	895625
409.05651	20691596
411.03583	2925368
411.10831	563902
411.20272	596038
413.05144	6126568
413.08783	5344235
415.03086	866966
415.06709	4037785
415.10347	16256157
415.21254	777638
415.23402	674088
417.04629	713033
417.08274	6342988
417.21303	1327704
417.22829	11685209
419.04093	1021947
419.06187	573437
419.07746	1393406
419.09842	3612160
421.05654	10120880
423.0358	4003683
423.07215	10794855
423.10857	1956202
425.0514	49246235
425.08785	6062110
427.03059	1142735
427.06709	14323923
427.10359	1123030
429.0463	2879368
431.06203	2858562
431.07726	738883
431.09839	4032069
431.20754	662479
433.05653	2482426
433.07762	1273596
433.11391	673279
433.2232	1850633
435.0358	1147313
435.05706	575411
435.07216	3264436
435.10855	1438904
437.12431	1041010
439.03036	1252899
439.10344	1249322
441.04633	7282142
441.08272	32740834
441.11912	631781
443.02557	858518
443.06201	10516122
445.04111	761169
445.05679	603219
445.07767	5520213
445.11417	919128
447.0568	1031180
447.07221	1036813
447.0933	1362703
449.05143	5630149
449.07287	603079
449.08781	897736
449.12415	592139
449.21817	733140
451.06708	7055743
451.09714	1200514
453.04635	4467253
453.10404	902971
453.11931	588092
455.02557	622187
455.06196	16743150
455.09837	7009010
457.04134	1740707
457.05652	898597
457.06272	578469
457.07759	98810791
457.11406	630954
459.05698	3543131
459.07227	776796
459.08188	1627741
459.09328	16428126
461.05112	881936
461.07255	4282642
461.08773	1240851
461.10881	768021
461.12419	643222
462.97947	1006013
463.06711	2450373
463.08814	1621959
465.04631	2126454
465.08272	1811577
465.11917	935292
467.06198	46243624
467.07131	610345
467.09823	1966379
469.04126	1354709
469.07758	8529880
469.11398	1654747
471.05687	8708227
471.07208	933508
471.09889	944263
473.03611	792236
473.05147	588461
473.0726	8161583
473.08789	1145904
473.09754	1409841
473.10898	4038962
475.0515	920789
475.06709	1913302
475.08824	7099864
475.10368	751513
475.27025	634855
477.04643	1882234
477.08288	1599101
477.10413	23954047
479.06196	8712990
481.07752	2124734
481.11395	974273
483.05692	2488408
483.09337	2243675
483.12973	1825886
485.05149	806128
485.07247	8111346
485.08779	831475
487.05178	2951557
487.06691	1576838
487.0882	10687880
487.10325	1221129
489.0675	2166295
489.08289	1940504
489.10382	2376217
489.11912	1971738
491.06201	2165411
491.08321	1447588
491.09832	1448101
491.11936	628135
491.26496	825905
493.09893	1096749
495.05695	1549230
495.09347	1122992
497.07256	1588781
497.10877	925232
499.05203	615590
499.0672	836007
499.08821	8362152
501.04641	1171482
501.06749	3402011
501.08289	1597212
501.10384	3213597
503.06192	2460041
503.0831	11538827
503.09841	1522571
503.11936	745741
503.24991	635540
505.04128	919282
505.06245	1427955
505.07766	2890227
505.09892	913909
505.11414	1126645
507.07826	2081367
507.09315	2204759
507.11461	746584
509.07253	2260660
511.05806	1226762
511.08812	982283
513.04627	1531226
513.0676	1045595
513.08305	902747
515.06205	1577892
515.08302	1977765
515.09835	8491941
515.11951	602406
517.04111	703462
517.06248	776679
517.07758	3578855
517.09872	1974760
517.11406	1482728
519.05701	2002466
519.07799	3572771
519.0933	2605091
521.0726	2644567
521.0933	693847
521.10897	1250392
523.08809	1796740
525.0677	935080
525.10363	1290409
527.06194	800197
527.08322	890309
527.09814	1236678
529.04131	1254874
529.07776	1832154
529.0986	653786
531.05693	1773799
531.09324	4175079
533.07237	4276460
533.09379	722924
533.10889	3543276
535.05185	1317866
535.0882	2627818
535.1095	1017834
535.12461	623338
537.06755	1492961
537.08851	1045217
537.10388	1343713
539.0832	940242
539.11956	709586
541.07792	932029
541.09882	810301
543.05674	1426083
543.09331	3644578
545.03631	904579
545.07255	3761283
545.10881	1640578
547.05177	1424478
547.08817	2912349
547.12438	1162589
549.0675	2310709
549.10378	2520116
551.04675	816904
551.08317	2047495
551.11932	1229830
551.29525	950786
551.33772	617473
551.37388	844544
551.48318	702333
553.09879	889813
553.28085	856017
555.07769	764066
555.09316	831393
557.03598	1182571
557.05744	827755
557.07247	2195306
557.09383	725354
557.10893	828777
557.29666	581476
559.05183	1665329
559.08809	8866608
561.06736	4500213
561.10378	13052660
563.04679	589432
563.08319	3869366
563.1196	1214389
565.06228	1055352
565.09869	2090103
565.44696	970476
567.07768	982071
567.1144	1031990
569.07201	773879
569.09369	772854
571.05188	1140662
571.08824	2318261
571.34878	663725
573.06755	2414965
573.1038	1498484
575.04705	877877
575.08317	4327732
575.11952	2032435
577.06254	1626357
577.09876	3621108
579.07806	2027191
579.11445	1621685
581.09385	1443706
581.29718	607092
583.07311	633408
585.06739	892680
585.10407	1005319
585.3279	643073
587.04678	754515
587.083	8925139
589.06239	5097377
589.09878	5816224
591.07794	4513651
591.11444	1716082
593.09369	4002632
593.13025	1391431
595.07305	1061410
595.10929	2231586
597.0886	828673
597.12522	1002241
599.08299	812517
601.06233	3011279
601.0986	2048206
601.32316	779468
603.07792	4859581
603.11419	2187453
605.0574	744624
605.09372	6938288
607.07291	1610407
607.10935	3649191
609.08883	2112675
609.12521	1107107
611.08369	635043
611.10417	1194147
611.1193	1161379
613.09907	636070
613.11986	761766
615.07801	771501
617.0936	2603191
619.07305	3456707
619.10933	1081028
621.08867	3845843
621.12495	1983187
623.06804	588389
623.08316	869093
623.1042	3233509
625.08303	925689
625.09857	615929
625.11992	2197241
627.07806	833295
627.0995	925711
629.05787	591910
629.09385	1674534
633.08844	1150297
635.06804	770931
635.10423	2019699
635.14106	763892
637.08344	1956238
637.0987	684942
637.11983	1845135
639.07803	586666
639.09923	4170666
639.11437	1368234
639.1357	640938
641.09365	856005
641.11494	1027013
643.10935	1022433
643.14533	671585
651.0992	3257413
653.0938	949851
653.11496	1941596
655.07284	676463
655.09394	1313903
655.10918	1266800
655.13041	601456
657.08918	921729
657.10978	964226
657.12497	600834
659.1046	658065
663.0989	582313
665.09335	580784
667.13015	704691
669.08905	1079219
669.10987	1856691
671.10433	865712
671.12561	1459888
673.11987	601000
681.08838	606258
683.10425	2933855
683.12559	904287
685.11991	871500
687.03163	1059898
687.09929	649785
689.04736	3523623
691.0517	1043988
691.2849	997906
693.08886	990721
695.10363	669425
695.14022	1230320
697.08303	1073634
697.11964	732130
699.09918	1373141
699.13556	635349
701.11492	1161675
703.06357	673477
709.0835	2315719
711.09906	1809361
713.11514	1413088
715.13044	2098165
717.10956	816656
717.14656	625424
721.08356	623193
723.09933	738698
725.07837	969409
725.11517	795074
727.094	787202
727.13054	715523
729.04225	663881
729.11022	1689419
731.12521	651934
733.10524	649209
739.09408	1817930
741.10966	1783762
743.12548	1537637
745.10454	781311
745.1413	718594
747.11963	595365
755.08845	742527
757.10464	1010757
759.1196	596879
773.13593	698532
935.08988	2758301
1047.2478	620059
1047.3929	906792
1119.5541	1042750
1130.934	674389
1130.9559	1314132
1131.0074	1217876
1131.0535	761172
1131.0655	1758548
1131.0892	1836372
1131.1805	2050900
1131.2049	976723
1131.2137	1151827
1131.2262	1299283
1131.2503	1225555
1131.2692	1653075
1131.2775	2811219
1131.2963	1280339
1131.3323	1348947
1131.3558	1494867
1131.4016	760659
1131.4199	1611091
1131.4296	930643
1131.4605	2005330
1131.4848	1684818
1131.5378	1090898
1131.5729	1254482
1131.5895	1297746
1137.9269	624169
1139.3862	1028892
1139.507	1422619
1175.6521	945663
1179.2098	1192448
